Page,Street,Block,Sector,Street Number,Tree No.,Species (raw),Species,Year Planted,Years,Height 1,Height 2,Height 3,Height 4,Diameter 1,Diameter 2,Diameter 3,Diameter 4
10,1st avenue north,6007-6327,20 NW-2,6107,1,cottonwood colorado spruce,error,,"1981, 1987",7,4,,,2,,,
10,1st avenue north,6007-6327,20 NW-2,6107,2,dogwood,Cornus,,"1981, 1987",4,5,,,1,,,
10,1st avenue north,6007-6327,20 NW-2,6111,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",9,10,,,3,,,
10,1st avenue north,6007-6327,20 NW-2,6111,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",13,14,,,5,,,
10,1st avenue north,6007-6327,20 NW-2,6207,1,,,,"1981, 1987",,,,,,,,
10,1st avenue north,6007-6327,20 NW-2,6207,2,white birch,Betula papyrifera,,"1981, 1987",12,12,,,4,,,
10,1st avenue north,6007-6327,20 NW-2,6211,1,,,,"1981, 1987",,,,,,,,
10,1st avenue north,6007-6327,20 NW-2,6211,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",15,18,,,7,,,
10,1st avenue north,6007-6327,20 NW-2,6215,1,colorado spruce,Picea pungens,,"1981, 1987",7,13,,,3,,,
10,1st avenue north,6007-6327,20 NW-2,6215,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",9,14,,,4,,,
10,1st avenue north,6007-6327,20 NW-2,6219,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",10,11,,,4,,,
10,1st avenue north,6007-6327,20 NW-2,6219,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",10,13,,,4,,,
10,1st avenue north,6007-6327,20 NW-2,6223,1,colorado spruce,Picea pungens,,"1981, 1987",2,6,,,1,,,
10,1st avenue north,6007-6327,20 NW-2,6223,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",12,16,,,5,,,
10,1st avenue north,6007-6327,20 NW-2,6227,1,weeping birch,Betula pendula 'Youngii',,"1981, 1987",20,27,,,8,,,
10,1st avenue north,6007-6327,20 NW-2,6227,2,mountain ash,Sorbus aucuparia,,"1981, 1987",7,9,,,3,,,
10,1st avenue north,6007-6327,20 NW-2,6231,1,weeping birch,Betula pendula 'Youngii',,"1981, 1987",15,18,,,5,,,
10,1st avenue north,6007-6327,20 NW-2,6231,2,weeping birch,Betula pendula 'Youngii',,"1981, 1987",14,21,,,5,,,
10,1st avenue north,6007-6327,20 NW-2,6303,1,driveway,utility,,"1981, 1987",,,,,,,,
10,1st avenue north,6007-6327,20 NW-2,6303,2,,,,"1981, 1987",,,,,,,,
10,1st avenue north,6007-6327,20 NW-2,6307,1,,,,"1981, 1987",,,,,,,,
10,1st avenue north,6007-6327,20 NW-2,6307,2,,,,"1981, 1987",,,,,,,,
10,1st avenue north,6007-6327,20 NW-2,6311,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",10,13,,,4,,,
10,1st avenue north,6007-6327,20 NW-2,6311,2,,,,"1981, 1987",,,,,,,,
10,1st avenue north,6007-6327,20 NW-2,6315,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",9,13,,,4,,,
10,1st avenue north,6007-6327,20 NW-2,6315,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",10,12,,,4,,,
10,1st avenue north,6007-6327,20 NW-2,6319,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",9,11,,,3,,,
10,1st avenue north,6007-6327,20 NW-2,6319,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",9,9,,,3,,,
10,1st avenue north,6007-6327,20 NW-2,6323,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",11,13,,,4,,,
10,1st avenue north,6007-6327,20 NW-2,6323,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",10,12,,,4,,,
10,1st avenue north,6007-6327,20 NW-2,6327,1,colorado spruce,Picea pungens,,"1981, 1987",6,10,,,3,,,
10,1st avenue north,6007-6327,20 NW-2,6327,2,willow,Salix,,"1981, 1987",9,16,,,3,,,
11,1st avenue north,6330-6510,NW-8 20,6330,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",8,11,,,3,,,
11,1st avenue north,6330-6510,NW-8 20,6330,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",8,10,,,3,,,
11,1st avenue north,6330-6510,NW-8 20,6334,1,white birch,Betula papyrifera,,"1981, 1987",12,12,,,4,,,
11,1st avenue north,6330-6510,NW-8 20,6334,2,,,,"1981, 1987",,,,,,,,
11,1st avenue north,6330-6510,NW-8 20,6402,1,L.L. Linden,Tilia cordata,June 82,"1981, 1987",,8,,,,3,,
11,1st avenue north,6330-6510,NW-8 20,6402,2,Patmore ash,Fraxinus pennsylvanica 'Patmore',Spring 89,"1981, 1987",6,7,,,2,,,
11,1st avenue north,6330-6510,NW-8 20,6406,1,,,,"1981, 1987",,,,,,,,
11,1st avenue north,6330-6510,NW-8 20,6406,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",11,12,,,5,,,
11,1st avenue north,6330-6510,NW-8 20,6410,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",9,12,,,4,,,
11,1st avenue north,6330-6510,NW-8 20,6410,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",10,13,,,4,,,
11,1st avenue north,6330-6510,NW-8 20,6414,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",12,14,,,4,,,
11,1st avenue north,6330-6510,NW-8 20,6414,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",10,13,,,4,,,
11,1st avenue north,6330-6510,NW-8 20,6418,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",14,16,,,7,,,
11,1st avenue north,6330-6510,NW-8 20,6418,2,driveway,utility,,"1981, 1987",,,,,,,,
11,1st avenue north,6330-6510,NW-8 20,6422,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",10,13,,,4,,,
11,1st avenue north,6330-6510,NW-8 20,6422,2,green ash,Fraxinus pennsylvanica,Oct 18/90,"1981, 1987",,10,,,,5,,
11,1st avenue north,6330-6510,NW-8 20,6426,1,,,,"1981, 1987",,,,,,,,
11,1st avenue north,6330-6510,NW-8 20,6426,2,driveway,utility,,"1981, 1987",,,,,,,,
11,1st avenue north,6330-6510,NW-8 20,6510,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",5,9,,,2,,,
11,1st avenue north,6330-6510,NW-8 20,6510,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",6,9,,,3,,,
12,1st avenue north,6407-6535,20 NW 8,6407,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",9,12,,,3,,,
12,1st avenue north,6407-6535,20 NW 8,6407,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",11,14,,,4,,,
12,1st avenue north,6407-6535,20 NW 8,6411,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",11,13,,,4,,,
12,1st avenue north,6407-6535,20 NW 8,6411,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",11,11,,,5,,,
12,1st avenue north,6407-6535,20 NW 8,6415,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",13,15,,,7,,,
12,1st avenue north,6407-6535,20 NW 8,6415,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",11,12,,,5,,,
12,1st avenue north,6407-6535,20 NW 8,6415,3,green ash,Fraxinus pennsylvanica,,"1981, 1987",12,13,,,5,,,
12,1st avenue north,6407-6535,20 NW 8,6415,4,cottonwood,Populus deltoides,,"1981, 1987",10,25,,,3,,,
12,1st avenue north,6407-6535,20 NW 8,6419,1,,,,"1981, 1987",,9,,,,,,
12,1st avenue north,6407-6535,20 NW 8,6419,2,,,,"1981, 1987",,1,,,,,,
12,1st avenue north,6407-6535,20 NW 8,6423,1,weigela,Weigela florida,,"1981, 1987",4,6,,,1,,,
12,1st avenue north,6407-6535,20 NW 8,6423,2,weigela,Weigela florida,,"1981, 1987",3,6,,,1,,,
12,1st avenue north,6407-6535,20 NW 8,6503,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",12,15,,,5,,,
12,1st avenue north,6407-6535,20 NW 8,6503,2,ash,Fraxinus,868,"1981, 1987",,7,,,2,,,
12,1st avenue north,6407-6535,20 NW 8,6507,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",10,11,,,3,,,
12,1st avenue north,6407-6535,20 NW 8,6507,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",13,15,,,5,,,
12,1st avenue north,6407-6535,20 NW 8,6511,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",7,10,,,3,,,
12,1st avenue north,6407-6535,20 NW 8,6511,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",10,13,,,4,,,
12,1st avenue north,6407-6535,20 NW 8,6515,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",5,8,,,2,,,
12,1st avenue north,6407-6535,20 NW 8,6515,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",4,11,,,1,,,
12,1st avenue north,6407-6535,20 NW 8,6519,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",13,15,,,5,,,
12,1st avenue north,6407-6535,20 NW 8,6519,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",11,13,,,5,,,
12,1st avenue north,6407-6535,20 NW 8,6523,1,,,,"1981, 1987",,4,,,,,,
12,1st avenue north,6407-6535,20 NW 8,6523,2,,,,"1981, 1987",,5,,,,,,
12,1st avenue north,6407-6535,20 NW 8,6531,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",10,10,,,4,,,
12,1st avenue north,6407-6535,20 NW 8,6531,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",9,10,,,4,,,
12,1st avenue north,6407-6535,20 NW 8,6535,1,,,,"1981, 1987",,26,,,,,,
12,1st avenue north,6407-6535,20 NW 8,6535,2,,,,"1981, 1987",,23,,,,,,
15,1st avenue north,"5010N, 5915-5987",NW 13,5010N,1,american elm,Ulmus americana,Dead,"1981, 1981",6,0,,,3,,,
15,1st avenue north,"5010N, 5915-5987",NW 13,5010N,2,light,utility,,"1981, 1981",,,,,,,,
15,1st avenue north,"5010N, 5915-5987",NW 13,5010N,3,,,,"1981, 1981",,,,,,,,
15,1st avenue north,"5010N, 5915-5987",NW 13,5010N,4,Bolleana poplar,Populus alba 'Bolleana',,"1981, 1981",20,25,,,9,,,
15,1st avenue north,"5010N, 5915-5987",NW 13,5915,1,green ash,Fraxinus pennsylvanica,,"1981, 1981",12,17,,,6,,,
15,1st avenue north,"5010N, 5915-5987",NW 13,5915,2,green ash,Fraxinus pennsylvanica,,"1981, 1981",14,15,,,5,,,
15,1st avenue north,"5010N, 5915-5987",NW 13,5915,3,cottonwood,Populus deltoides,,"1981, 1981",23,27,,,17,,,
15,1st avenue north,"5010N, 5915-5987",NW 13,5915,4,white spruce,Picea glauca,,"1981, 1981",,4,,,,,,
15,1st avenue north,"5010N, 5915-5987",NW 13,5939,1,Colorado spruce,Picea pungens,Colorado spruce,"1981, 1981",2,5,,,1,,,
15,1st avenue north,"5010N, 5915-5987",NW 13,5939,2,,,,"1981, 1981",,,,,,,,
15,1st avenue north,"5010N, 5915-5987",NW 13,5939,3,green ash,Fraxinus pennsylvanica,Colorado spruce,"1981, 1981",10,12,,,4,,,
15,1st avenue north,"5010N, 5915-5987",NW 13,5939,4,driveway,utility,green ash,"1981, 1981",,15,,,,,,
15,1st avenue north,"5010N, 5915-5987",NW 13,5987,1,green ash,Fraxinus pennsylvanica,,"1981, 1981",9,13,,,3,,,
15,1st avenue north,"5010N, 5915-5987",NW 13,5987,2,driveway,utility,,"1981, 1981",,,,,,,,
16,1st avenue,5000 - 5300,12,5000,1,White Spruce,Picea glauca,,"1981, 1984",14,18,,,6,,,
16,1st avenue,5000 - 5300,12,5000,2,Green Ash,Fraxinus pennsylvanica,,"1981, 1984",19,25,,,16,,,
16,1st avenue,5000 - 5300,12,5000,3,Green Ash,Fraxinus pennsylvanica,,"1981, 1984",17,24,,,12,,,
16,1st avenue,5000 - 5300,12,5004,1,mugo pine,Pinus mugo,,"1981, 1984",5,5,,,2,,,
16,1st avenue,5000 - 5300,12,5004,2,Green Ash,Fraxinus pennsylvanica,,"1981, 1984",23,25,,,15,,,
16,1st avenue,5000 - 5300,12,5008,1,Green Ash,Fraxinus pennsylvanica,,"1981, 1984",22,26,,,17,,,
16,1st avenue,5000 - 5300,12,5008,2,Green Ash,Fraxinus pennsylvanica,,"1981, 1984",24,26,,,15,,,
16,1st avenue,5000 - 5300,12,5012,1,Green Ash,Fraxinus pennsylvanica,,"1981, 1984",20,25,,,17,,,
16,1st avenue,5000 - 5300,12,5012,2,,,,"1981, 1984",,,,,,,,
16,1st avenue,5000 - 5300,12,5016,1,Green Ash,Fraxinus pennsylvanica,,"1981, 1984",21,25,,,18,,,
16,1st avenue,5000 - 5300,12,5016,2,Green Ash,Fraxinus pennsylvanica,,"1981, 1984",19,23,,,15,,,
16,1st avenue,5000 - 5300,12,5020,1,Green Ash,Fraxinus pennsylvanica,,"1981, 1984",18,24,,,16,,,
16,1st avenue,5000 - 5300,12,5024,1,Green Ash,Fraxinus pennsylvanica,,"1981, 1984",18,24,,,17,,,
16,1st avenue,5000 - 5300,12,5024,2,Driveway,utility,,"1981, 1984",,,,,,,,
16,1st avenue,5000 - 5300,12,5300,1,Green Ash,Fraxinus pennsylvanica,,"1981, 1984",19,22,,,12,,,
16,1st avenue,5000 - 5300,12,5300,2,Green Ash,Fraxinus pennsylvanica,,"1981, 1984",18,23,,,10,,,
17,1st avenue,5201-5333,12 NW 8,5201,1,american elm,Ulmus americana,,"1981, 1987",18,24,,,8,,,
17,1st avenue,5201-5333,12 NW 8,5201,2,american elm,Ulmus americana,,"1981, 1987",17,21,,,18,,,
17,1st avenue,5201-5333,12 NW 8,5201,3,,,,"1981, 1987",,,,,,,,
17,1st avenue,5201-5333,12 NW 8,5201,4,,,,"1981, 1987",,,,,,,,
17,1st avenue,5201-5333,12 NW 8,5201,5,white spruce,Picea glauca,,"1981, 1987",17,30,,,11,,,
17,1st avenue,5201-5333,12 NW 8,5301,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",21,28,,,17,,,
17,1st avenue,5201-5333,12 NW 8,5301,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",24,32,,,18,,,
17,1st avenue,5201-5333,12 NW 8,5305,1,colorado spruce,Picea pungens,,"1981, 1987",24,31,,,28,,,
17,1st avenue,5201-5333,12 NW 8,5305,2,cedar,Thuja occidentalis,,"1981, 1987",6,16,,,2,,,
17,1st avenue,5201-5333,12 NW 8,5309,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",18,24,,,20,,,
17,1st avenue,5201-5333,12 NW 8,5309,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",18,24,,,15,,,
17,1st avenue,5201-5333,12 NW 8,5313,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",18,24,,,14,,,
17,1st avenue,5201-5333,12 NW 8,5313,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",20,24,,,14,,,
17,1st avenue,5201-5333,12 NW 8,5317,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",15,22,,,9,,,
17,1st avenue,5201-5333,12 NW 8,5317,2,,,,"1981, 1987",,,,,,,,
17,1st avenue,5201-5333,12 NW 8,5321,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",8,22,,,4,,,
17,1st avenue,5201-5333,12 NW 8,5321,2,manchurian elm,Ulmus laciniata,,"1981, 1987",20,25,,,7,,,
17,1st avenue,5201-5333,12 NW 8,5325,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",21,25,,,20,,,
17,1st avenue,5201-5333,12 NW 8,5325,2,,,,"1981, 1987",,,,,,,,
17,1st avenue,5201-5333,12 NW 8,5329,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",18,23,,,14,,,
17,1st avenue,5201-5333,12 NW 8,5329,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",20,25,,,16,,,
17,1st avenue,5201-5333,12 NW 8,5333,1,green ash,Fraxinus pennsylvanica,,"1981, 1987",22,25,,,15,,,
17,1st avenue,5201-5333,12 NW 8,5333,2,green ash,Fraxinus pennsylvanica,,"1981, 1987",17,21,,,15,,,
17,1st avenue,5201-5333,12 NW 8,5333,3,american elm,Ulmus americana,,"1981, 1987",23,25,,,18,,,
17,1st avenue,5201-5333,12 NW 8,5333,4,,,,"1981, 1987",,,,,,,,
17,1st avenue,5201-5333,12 NW 8,5333,5,,,,"1981, 1987",,,,,,,,
17,1st avenue,5201-5333,12 NW 8,5333,6,american elm,Ulmus americana,,"1981, 1987",22,25,,,18,,,
17,1st avenue,5201-5333,12 NW 8,5333,7,american elm,Ulmus americana,,"1981, 1987",23,25,,,19,,,
18,1st avenue,300 - 925,39,300,1,,,,1981,,,,,,,,
18,1st avenue,300 - 925,39,300,2,,,,1981,,,,,,,,
18,1st avenue,300 - 925,39,300,3,,,,1981,,,,,,,,
18,1st avenue,300 - 925,39,300,4,,,,1981,,,,,,,,
18,1st avenue,300 - 925,39,300,5,,,,1981,,,,,,,,
18,1st avenue,300 - 925,39,300,6,,,,1981,,,,,,,,
18,1st avenue,300 - 925,39,300,7,,,,1981,,,,,,,,
18,1st avenue,300 - 925,39,300,8,,,,1981,,,,,,,,
18,1st avenue,300 - 925,39,300,9,,,,1981,,,,,,,,
18,1st avenue,300 - 925,39,300,10,,,,1981,,,,,,,,
18,1st avenue,300 - 925,39,300,11,,,,1981,,,,,,,,
18,1st avenue,300 - 925,39,300,12,,,,1981,,,,,,,,
18,1st avenue,300 - 925,39,300,13,,,,1981,,,,,,,,
18,1st avenue,300 - 925,39,300,14,,,,1981,,,,,,,,
18,1st avenue,300 - 925,39,300,15,,,,1981,,,,,,,,
18,1st avenue,300 - 925,39,300,16,,,,1981,,,,,,,,
18,1st avenue,300 - 925,39,848,1,driveway,utility,,1981,,,,,,,,
18,1st avenue,300 - 925,39,848,2,,,,1981,,,,,,,,
18,1st avenue,300 - 925,39,848,3,,,,1981,,,,,,,,
18,1st avenue,300 - 925,39,925,1,,,,1981,,,,,,,,
18,1st avenue,300 - 925,39,925,2,,,,1981,,,,,,,,
19,1st avenue east,101-445,39 7&9,101E,1,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,7,,,,1,,,
19,1st avenue east,101-445,39 7&9,EMPTY,2,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,7,,,,1,,,
19,1st avenue east,101-445,39 7&9,LOT.,3,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,7,,,,1,,,
19,1st avenue east,101-445,39 7&9,LOT.,4,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,7,,,,1,,,
19,1st avenue east,101-445,39 7&9,LOT.,5,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,7,,,,1,,,
19,1st avenue east,101-445,39 7&9,LOT.,6,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,7,,,,1,,,
19,1st avenue east,101-445,39 7&9,LOT.,7,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,7,,,,1,,,
19,1st avenue east,101-445,39 7&9,LOT.,8,,,,1985,,,,,,,,
19,1st avenue east,101-445,39 7&9,LOT.,9,,,,1985,,,,,,,,
19,1st avenue east,101-445,39 7&9,LOT.,10,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,6,,,,1,,,
19,1st avenue east,101-445,39 7&9,LOT.,11,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,6,,,,1,,,
19,1st avenue east,101-445,39 7&9,LOT.,12,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,6,,,,1,,,
19,1st avenue east,101-445,39 7&9,LOT.,13,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,7,,,,1,,,
19,1st avenue east,101-445,39 7&9,LOT.,14,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,5,,,,1,,,
19,1st avenue east,101-445,39 7&9,REDHEAD EQUIPMENT,1,,,,1985,,,,,,,,
19,1st avenue east,101-445,39 7&9,205E,2,,,,1985,,,,,,,,
19,1st avenue east,101-445,39 7&9,205E,3,,,,1985,,,,,,,,
19,1st avenue east,101-445,39 7&9,205E,4,,,,1985,,,,,,,,
19,1st avenue east,101-445,39 7&9,205E,5,,,,1985,,,,,,,,
19,1st avenue east,101-445,39 7&9,205E,6,,,,1985,,,,,,,,
19,1st avenue east,101-445,39 7&9,205E,7,,,,1985,,,,,,,,
19,1st avenue east,101-445,39 7&9,RUSSELL STEEL 445,1,white Birch,Betula papyrifera,,1985,7,,,,1,,,
19,1st avenue east,101-445,39 7&9,RUSSELL STEEL 445,2,northwest poplar,Populus x jackii 'Northwest',,1985,7,,,,1,,,
19,1st avenue east,101-445,39 7&9,RUSSELL STEEL 445,3,northwest poplar,Populus x jackii 'Northwest',,1985,3,,,,1,,,
19,1st avenue east,101-445,39 7&9,RUSSELL STEEL 445,4,white Birch,Betula papyrifera,,1985,9,,,,1,,,
19,1st avenue east,101-445,39 7&9,RUSSELL STEEL 445,5,northwest poplar,Populus x jackii 'Northwest',,1985,10,,,,1,,,
19,1st avenue east,101-445,39 7&9,RUSSELL STEEL 445,6,northwest poplar,Populus x jackii 'Northwest',,1985,5,,,,1,,,
19,1st avenue east,101-445,39 7&9,RUSSELL STEEL 445,7,white Birch,Betula papyrifera,,1985,10,,,,1,,,
19,1st avenue east,101-445,39 7&9,RUSSELL STEEL 445,8,northwest poplar,Populus x jackii 'Northwest',,1985,7,,,,1,,,
19,1st avenue east,101-445,39 7&9,RUSSELL STEEL 445,9,northwest poplar,Populus x jackii 'Northwest',,1985,1,,,,1,,,
19,1st avenue east,101-445,39 7&9,RUSSELL STEEL 445,10,white Birch,Betula papyrifera,,1985,8,,,,1,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,Redhead Equipment,1,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,205,2,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,205,3,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,205,4,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,205,5,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,205,6,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,205,7,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,315,1,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,315,2,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,315,3,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,315(a),1,weeping birch,Betula pendula 'Youngii',,1981,8,,,,2,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,315(a),2,weeping birch,Betula pendula 'Youngii',,1981,3,,,,1,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,315(a),3,weeping birch,Betula pendula 'Youngii',,1981,11,,,,2,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,315(a),4,weeping birch,Betula pendula 'Youngii',,1981,10,,,,2,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,315(a),5,weeping birch,Betula pendula 'Youngii',,1981,12,,,,2,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,315(a),6,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,315(a),7,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,315(a),8,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,315(a),9,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,315(a),10,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,315(a),11,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,315(a),12,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,315(a),13,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,475,1,driveway,utility,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,475,2,driveway,utility,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,529,1,American elm,Ulmus americana,,1981,7,,,,3,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,529,2,American elm,Ulmus americana,,1981,8,,,,3,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,529,3,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,529,4,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,529,5,,,,1981,,,,,,,,
20,1st avenue east,Redhead Equipment - 475,39 NE 4,529,6,American elm,Ulmus americana,,1981,11,,,,3,,,
21,1st avenue east,218E-316E,39 73-9,218E,1,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,5,,,,1,,,
21,1st avenue east,218E-316E,39 73-9,ACKLANDS,2,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,7,,,,1,,,
21,1st avenue east,218E-316E,39 73-9,ACKLANDS,3,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,6,,,,1,,,
21,1st avenue east,218E-316E,39 73-9,ACKLANDS,4,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,8,,,,1,,,
21,1st avenue east,218E-316E,39 73-9,ACKLANDS,5,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,5,,,,1,,,
21,1st avenue east,218E-316E,39 73-9,ACKLANDS,6,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,8,,,,1,,,
21,1st avenue east,218E-316E,39 73-9,ACKLANDS,7,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,8,,,,1,,,
21,1st avenue east,218E-316E,39 73-9,ACKLANDS,8,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,8,,,,1,,,
21,1st avenue east,218E-316E,39 73-9,ACKLANDS,9,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,7,,,,1,,,
21,1st avenue east,218E-316E,39 73-9,ACKLANDS,10,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,6,,,,1,,,
21,1st avenue east,218E-316E,39 73-9,ACKLANDS,11,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,8,,,,1,,,
21,1st avenue east,218E-316E,39 73-9,ACKLANDS,12,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,8,,,,1,,,
21,1st avenue east,218E-316E,39 73-9,ACKLANDS,13,northwest poplar,Populus x jackii 'Northwest',Spring 84,1985,8,,,,1,,,
21,1st avenue east,218E-316E,39 73-9,264,1,lilac,Syringa vulgaris,Spring 84,1985,5,,,,1,,,
21,1st avenue east,218E-316E,39 73-9,CANADA WIRE,2,lilac,Syringa vulgaris,Spring 84,1985,5,,,,1,,,
21,1st avenue east,218E-316E,39 73-9,CANADA WIRE,3,lilac,Syringa vulgaris,Spring 84,1985,5,,,,1,,,
21,1st avenue east,218E-316E,39 73-9,CANADA WIRE,4,lilac,Syringa vulgaris,Spring 84,1985,5,,,,1,,,
21,1st avenue east,218E-316E,39 73-9,CANADA WIRE,5,lilac,Syringa vulgaris,Spring 84,1985,5,,,,1,,,
21,1st avenue east,218E-316E,39 73-9,CANADA WIRE,6,lilac,Syringa vulgaris,Spring 84,1985,5,,,,1,,,
21,1st avenue east,218E-316E,39 73-9,316 1st E,1,Shubert Cherry,Prunus virginiana 'Schubert',May 92,1985,5,,,,1,,,
21,1st avenue east,218E-316E,39 73-9,McCosham,2,Shubert Cherry,Prunus virginiana 'Schubert',May 92,1985,5,,,,1,,,
